,index,EVENT_ID_NO_CNTY,Date,YEAR,TIME_PRECISION,EVENT_TYPE,ACTOR1,ALLY_ACTOR_1,INTER1,ACTOR2,ALLY_ACTOR_2,INTER2,INTERACTION,COUNTRY,ADMIN1,ADMIN2,ADMIN3,LOCATION,LATITUDE,LONGITUDE,GEO_PRECISION,SOURCE,NOTES,FATALITIES
1216,1216,33380,2/9/2009,2009,1,Violence against civilians,Civilians (Ethiopia),,7,Military Forces of Ethiopia (1991-),,1,17,Ethiopia,Somali,Jarar,Gashamo,Somali,8,45,2,"All Africa , 2/9/2009",Ethiopian troops attempted to hijack a truck killing a Somali man and injuring two others on board.,1
1217,1217,33381,2/16/2009,2009,2,Battle-No change of territory,Military Forces of Ethiopia (1991-),,1,ONLF: Ogaden National Liberation Front,,2,12,Ethiopia,Somali,Nogob,Fik,Fik,8.1333,42.3,1,"Sudan Tribune, 2/23/2009","Five days of fighting has left 140 Ethiopian soldiers, 29 ONLF rebels dead and rebels having control over Fik and it's vicinity.",34
1218,1218,33382,2/17/2009,2009,2,Battle-No change of territory,Military Forces of Ethiopia (1991-),,1,ONLF: Ogaden National Liberation Front,,2,12,Ethiopia,Somali,Nogob,Fik,Fik,8.1333,42.3,1,"Sudan Tribune, 2/23/2009","Five days of fighting has left 140 Ethiopian soldiers, 29 ONLF rebels dead and rebels having control over Fik and it's vicinity.",33
1219,1219,33383,2/18/2009,2009,2,Battle-No change of territory,Military Forces of Ethiopia (1991-),,1,ONLF: Ogaden National Liberation Front,,2,12,Ethiopia,Somali,Nogob,Fik,Fik,8.1333,42.3,1,"Sudan Tribune, 2/23/2009","Five days of fighting has left 140 Ethiopian soldiers, 29 ONLF rebels dead and rebels having control over Fik and it's vicinity.",33
1220,1220,33384,2/19/2009,2009,2,Battle-No change of territory,Military Forces of Ethiopia (1991-),,1,ONLF: Ogaden National Liberation Front,,2,12,Ethiopia,Somali,Nogob,Fik,Fik,8.1333,42.3,1,"Sudan Tribune, 2/23/2009","Five days of fighting has left 140 Ethiopian soldiers, 29 ONLF rebels dead and rebels having control over Fik and it's vicinity.",33
1221,1221,33385,2/20/2009,2009,2,Battle-Non-state actor overtakes territory,Military Forces of Ethiopia (1991-),,1,ONLF: Ogaden National Liberation Front,,2,12,Ethiopia,Somali,Nogob,Fik,Fik,8.1333,42.3,1,"Sudan Tribune, 2/23/2009","Five days of fighting has left 140 Ethiopian soldiers, 29 ONLF rebels dead and rebels having control over Fik and it's vicinity.",33
1222,1222,33386,3/4/2009,2009,2,Battle-No change of territory,Military Forces of Ethiopia (1991-),,1,ONLF: Ogaden National Liberation Front,,2,12,Ethiopia,Somali,Shabelle,Mustahil,Mustahil,5.24361,44.73194,2,"Sudan Tribune, 3/10/2009",Twenty four Ethiopian troops killed in fighting by the ONLF.,24
1223,1223,33387,3/7/2009,2009,1,Battle-No change of territory,Military Forces of Ethiopia (1991-),,1,ONLF: Ogaden National Liberation Front,,2,12,Ethiopia,Somali,Shabelle,Mustahil,Mustahil,5.24361,44.73194,2,"All Africa, 3/7/2009",Fighting between rebels and Ethiopian soldiers killed twenty five people and fifteen others injured,25
1224,1224,33388,3/17/2009,2009,1,Battle-No change of territory,Military Forces of Ethiopia (1991-),,1,ONLF: Ogaden National Liberation Front,,2,12,Ethiopia,Somali,Afder,Afder,Afyarado,5.6,42.85,1,"BBC Monitoring, 3/17/2009","The ONLF have killed twenty five militias including the militia head, Colonel Manos.",25
1225,1225,33389,3/19/2009,2009,1,Battle-No change of territory,Military Forces of Ethiopia (1991-),,1,ONLF: Ogaden National Liberation Front,OLF: Oromo Liberation Front,2,12,Ethiopia,Somali,Fafan,Jijiga,Jijiga,9.35,42.8,2,"BBC Monitoring, 3/21/2009",The Ethiopian military have killed and captured undisclosed number of top military leaders and fighters of the OLF and ONLF.,0
1226,1226,33390,3/23/2009,2009,2,Battle-No change of territory,Military Forces of Ethiopia (1991-),,1,ONLF: Ogaden National Liberation Front,,2,12,Ethiopia,Somali,Fafan,Jijiga,Jijiga,9.35,42.8,2,"BBC Monitoring, 3/24/2009",Government forces engaged in fighting against rebels.,0
1227,1227,33391,4/12/2009,2009,1,Battle-No change of territory,Military Forces of Ethiopia (1991-),,1,TPDM: Tigray People's Democratic Movement,,3,13,Ethiopia,Tigray,Mehakelegnaw,Adwa,Mereb-Lekhe,14.1667,38.83333,2,BBC Monitoring,TPDM claims victory in battles with Ethiopian military,120
1228,1228,33392,4/16/2009,2009,1,Riots/Protests,Protesters (Ethiopia),,6,,,0,60,Ethiopia,Addis Abeba,Addis Abeba,Kolfe - Keran,Addis Ababa,9.03333,38.7,1,Agence France Presse,Opposition stages protest in Addis Ababa,0
1229,1229,33393,4/22/2009,2009,2,Strategic development,Gunbot 7 Opposition Group,,3,,,0,30,Ethiopia,Addis Abeba,Addis Abeba,Kolfe - Keran,Addis Ababa,9.03333,38.7,1,Agence France Presse,Authorities arrest members of Gunbot 7 opposition group accused of plotting terror attacks,0
1230,1230,33394,4/22/2009,2009,2,Violence against civilians,Police Forces of Ethiopia (1991-),,1,Civilians (Ethiopia),,7,17,Ethiopia,Addis Abeba,Addis Abeba,Kolfe - Keran,Addis Ababa,9.03333,38.7,1,Agence France Presse,"Authorities arrest family members of oppostion, detain illegally",0
1231,1231,33395,4/28/2009,2009,1,Battle-No change of territory,Military Forces of Ethiopia (1991-),,1,TPDM: Tigray People's Democratic Movement,,3,13,Ethiopia,Tigray,Semien Miirabaw,Tahtay Adiyabo,Sheraro,14.4,37.9333,2,BBC Monitoring,TPDM claims victory in battles with Ethiopian military,29
1232,1232,33396,5/15/2009,2009,3,Battle-No change of territory,Oromo Ethnic Militia (Ethiopia),,4,Sidama Ethnic Militia (Ethiopia),,4,44,Ethiopia,"Southern Nations, Nationalities and Peoples",Sidama,Boricha,Shelo,6.93333,38.21667,2,BBC Monitoring,"One hundred killed, many wounded in clashes between Oromo and Sidama peoples",100
1233,1233,33397,5/15/2009,2009,3,Battle-No change of territory,Oromo Ethnic Militia (Ethiopia),,4,Afar Ethnic Militia (Ethiopia),,4,44,Ethiopia,Oromia,Misraq Shewa,Fentale,Metehara,8.9,39.91667,2,BBC Monitoring,"Twenty one total killed in ethnic clashes, no breakdown of death toll",21
1234,1234,33398,5/15/2009,2009,3,Headquarters or base established,Ethiopian Unity and Justice Movement,,3,,,0,30,Ethiopia,Amhara,Debub Wollo,Worebabu,South Wollo,11.5,40,2,BBC Monitoring,Newly formed Ethiopian Unity and Justice Movement based in Welo,0
1235,1235,33399,5/23/2009,2009,1,Battle-No change of territory,Police Forces of Ethiopia (1991-),,1,Ethiopian Unity and Justice Movement,,2,12,Ethiopia,Amhara,Semen Wello,Kobo,Shewa Robit,12.01667,39.63333,1,BBC Monitoring,Newly formed rebel group attacks police station; death toll not stated,0
1236,1236,33400,5/28/2009,2009,1,Violence against civilians,Civilians (Somalia),Government of Somalia (2004-2012),7,Unidentified Armed Group (Ethiopia),,3,37,Ethiopia,Somali,Shabelle,Mustahil,Mustahil,5.24361,44.73194,2,All Africa,Unknown rebels attack Somali security minister's convoy in eastern Ethiopia; deaths not specified,0
1237,1237,33401,6/4/2009,2009,1,Riots/Protests,Protesters (Ethiopia),Oromo Ethnic Group (Kenya),6,,,0,60,Ethiopia,"Southern Nations, Nationalities and Peoples",Sidama,Awasa,Hawasa University,7.05,38.4667,1,BBC Monitoring,Oromo students stage protest against Ethiopian regime,0
1238,1238,33402,6/15/2009,2009,3,Battle-No change of territory,Military Forces of Ethiopia (1991-),,1,ONLF: Ogaden National Liberation Front,,2,12,Ethiopia,Somali,Jarar,Degehabur,Degeh Bur,8.22056,43.55722,1,Agence France Presse,"Ethiopian military claims victory against ONLF. ONLF contradicts, claims victory against Ethiopian military in battle",57
1239,1239,33403,6/15/2009,2009,3,Battle-No change of territory,Military Forces of Ethiopia (1991-),,1,ONLF: Ogaden National Liberation Front,,2,12,Ethiopia,Somali,Fafan,Jijiga,Jijiga,9.35,42.8,1,Agence France Presse,"Ethiopian military claims victory against ONLF. ONLF contradicts, claims victory against Ethiopian military in battle",57
1240,1240,33404,6/15/2009,2009,3,Battle-No change of territory,Military Forces of Ethiopia (1991-),,1,ONLF: Ogaden National Liberation Front,,2,12,Ethiopia,Somali,Korahe,Kebridehar,Kebri Dehar,6.74,44.27806,1,Agence France Presse,"Ethiopian military claims victory against ONLF. ONLF contradicts, claims victory against Ethiopian military in battle",57
1241,1241,33405,6/15/2009,2009,3,Violence against civilians,Military Forces of Ethiopia (1991-),,1,Civilians (Ethiopia),,7,17,Ethiopia,Somali,Korahe,Kebridehar,Korahe,6.61528,44.34056,2,BBC Monitoring,ONLF alleges Ethiopian military executes civilians in Ogaden,6
1242,1242,33406,6/24/2009,2009,2,Violence against civilians,Civilians (China),,7,OLF: Oromo Liberation Front,,2,27,Ethiopia,Oromia,Arsi,Ziway Dugda,Oromiya,8,39,2,Reuters,Ethiopian government alleges that OLF attacks Chinese nationals working at dam construction site,0
1243,1243,33407,6/24/2009,2009,2,Violence against civilians,Civilians (Somalia),,7,ONLF: Ogaden National Liberation Front,,2,27,Ethiopia,Somali,Jarar,Gashamo,Gashamo,8.1,45.36667,1,BBC Monitoring,Somali media claims ONLF kills two Somali civilian trader; ONLF rejects accusation,2
1244,1244,33408,6/27/2009,2009,1,Battle-No change of territory,Unidentified Ethnic Militia (Ethiopia),,4,Unidentified Ethnic Militia (Ethiopia),,4,44,Ethiopia,Somali,Shabelle,Mustahil,Mustahil,5.24361,44.73194,1,All Africa,"Ten killed in fighting between two clans in Somali region, clans not specified and no breakdown of death toll",10
1245,1245,33409,6/30/2009,2009,1,Violence against civilians,Police Forces of Ethiopia (1991-),,1,Civilians (Ethiopia),Christian Group (Ethiopia),7,17,Ethiopia,Amhara,Debub Wollo,Dessie Zuria,Dessie,11.1333,39.6333,1,Agence France Presse,Police shoot two people in attempt to stop Christians from building a church,2
1246,1246,33410,7/4/2009,2009,1,Battle-No change of territory,Unidentified Ethnic Militia (Ethiopia),,4,Unidentified Ethnic Militia (Ethiopia),,4,44,Ethiopia,Somali,Jarar,Gashamo,Somali,8,45,2,BBC Monitoring,Two killed in fighting between rival clans in Somali region; clan names not specified,0
1247,1247,33411,7/4/2009,2009,1,Battle-No change of territory,Unidentified Ethnic Militia (Ethiopia),,4,Unidentified Ethnic Militia (Ethiopia),,4,44,Ethiopia,Somali,Jarar,Gashamo,Somali,8,45,2,BBC Monitoring,Two killed in fighting between rival clans in Somali region; clan names not specified,2
1248,1248,33412,7/11/2009,2009,1,Battle-No change of territory,Military Forces of Ethiopia (1991-),,1,OLF: Oromo Liberation Front,,2,12,Ethiopia,Somali,Siti,Erer,Harerge,9.5,41.5,2,BBC Monitoring,OLF claim victory in battle with Ethiopian troops,6
1249,1249,33413,7/12/2009,2009,1,Battle-No change of territory,Military Forces of Ethiopia (1991-),,1,OLF: Oromo Liberation Front,,2,12,Ethiopia,Oromia,Mirab Hararghe,Goba Koricha,Bitite,8.86667,40.51667,1,BBC Monitoring,OLF claim victory in battle with Ethiopian troops,11
1250,1250,33414,7/15/2009,2009,3,Battle-No change of territory,Military Forces of Ethiopia (1991-),,1,ONLF: Ogaden National Liberation Front,,2,12,Ethiopia,Somali,Fafan,Jijiga,Jijiga,9.35,42.8,1,BBC Monitoring,ONLF claim victory against Ethiopian military in battle,50
1251,1251,33415,7/15/2009,2009,3,Battle-No change of territory,Unidentified Ethnic Militia (Ethiopia),,4,Unidentified Ethnic Militia (Ethiopia),,4,44,Ethiopia,Somali,Doolo,Warder,Warder,6.97444,45.34083,1,BBC Monitoring,Two killed in fighting between rival clans in Somali region; clan names not specified,2
1252,1252,33416,7/15/2009,2009,3,Violence against civilians,Military Forces of Ethiopia (1991-),,1,Civilians (Ethiopia),,7,17,Ethiopia,Oromia,Mirab Hararghe,Boke,Boke,8.72,40.64,1,BBC Monitoring,OLF accuses military of harrassing and torturing civilians,0
1253,1253,33417,7/15/2009,2009,3,Violence against civilians,Military Forces of Ethiopia (1991-),,1,Civilians (Ethiopia),,7,17,Ethiopia,Dire Dawa,Dire Dawa,Dire Dawa,Dire Dawa,9.5833,41.8667,1,BBC Monitoring,OLF accuses military of harrassing and torturing civilians,0
1254,1254,33418,7/15/2009,2009,3,Violence against civilians,Military Forces of Ethiopia (1991-),,1,Civilians (Ethiopia),,7,17,Ethiopia,Oromia,Mirab Hararghe,Hawi Gudina,Darolebu,8.16667,40.78333,1,BBC Monitoring,OLF accuses military of harrassing and torturing civilians,0
1255,1255,33419,7/15/2009,2009,3,Violence against civilians,Military Forces of Ethiopia (1991-),,1,Civilians (Ethiopia),,7,17,Ethiopia,Somali,Jarar,Gashamo,Somali,8,45,2,BBC Monitoring,ONLF accuses military of torturing and killing civilians,0
1256,1256,33420,7/21/2009,2009,1,Battle-No change of territory,Military Forces of Ethiopia (1991-),,1,OLF: Oromo Liberation Front,,2,12,Ethiopia,Oromia,Mirab Hararghe,Hawi Gudina,Qarba Take,8.16667,40.78333,2,BBC Monitoring,OLF claim victory in battle with Ethiopian troops,5
1257,1257,33421,7/30/2009,2009,1,Battle-No change of territory,Military Forces of Ethiopia (1991-),,1,ONLF: Ogaden National Liberation Front,,2,12,Ethiopia,Oromia,Misraq Shewa,Adaa,Diyar Village,8.85,38.9667,1,BBC Monitoring,ONLF claim victory against Ethiopian military in battle,3
1258,1258,33422,8/5/2009,2009,1,Battle-No change of territory,Military Forces of Ethiopia (1991-),,1,ONLF: Ogaden National Liberation Front,,2,12,Ethiopia,Amhara,Mirab Gojjam,Dembecha,Wadi,10.5333,37.3667,1,BBC Monitoring,ONLF claim victory against Ethiopian military in battle,2
1259,1259,33423,8/5/2009,2009,1,Battle-No change of territory,Military Forces of Ethiopia (1991-),,1,ONLF: Ogaden National Liberation Front,,2,12,Ethiopia,Somali,Liben,Dolo Odo,Dolo Odo,4.1786,42.0589,2,BBC Monitoring,ONLF claim victory against Ethiopian military in battle,1
1260,1260,33424,8/6/2009,2009,1,Battle-No change of territory,Military Forces of Ethiopia (1991-),,1,OLF: Oromo Liberation Front,,2,12,Ethiopia,Somali,Siti,Erer,Harerge,9.5,41.5,2,BBC Monitoring,OLF claim victory in battle with Ethiopian troops,16
1261,1261,33425,8/9/2009,2009,1,Battle-No change of territory,Military Forces of Ethiopia (1991-),,1,ONLF: Ogaden National Liberation Front,,2,12,Ethiopia,Harari People,Hareri,Harar,Harar,9.3167,42.1167,1,BBC Monitoring,ONLF claim victory against Ethiopian military in battle,3
1262,1262,33426,8/9/2009,2009,1,Battle-No change of territory,Military Forces of Ethiopia (1991-),,1,ONLF: Ogaden National Liberation Front,,2,12,Ethiopia,Somali,Nogob,Meyumuluka,Rari,8.5,42.233,1,BBC Monitoring,ONLF claim victory against Ethiopian military in battle,10
1263,1263,33427,8/15/2009,2009,3,Battle-No change of territory,Military Forces of Ethiopia (1991-),,1,OLF: Oromo Liberation Front,,2,12,Ethiopia,Oromia,North Shewa,Degem,Duba,9.9333,38.63333,1,BBC Monitoring,OLF claim victory in battle with Ethiopian troops,11
1264,1264,33428,8/19/2009,2009,1,Battle-No change of territory,Military Forces of Ethiopia (1991-),,1,OLF: Oromo Liberation Front,,2,12,Ethiopia,Oromia,Mirab Hararghe,Hawi Gudina,Ciracha Qala,8.16667,40.78333,2,BBC Monitoring,OLF claim victory in battle with Ethiopian troops,2
1265,1265,33429,8/20/2009,2009,1,Battle-No change of territory,Military Forces of Ethiopia (1991-),,1,ONLF: Ogaden National Liberation Front,,2,12,Ethiopia,Oromia,Bale,Sinana,Simane,7.08333,40.2,1,BBC Monitoring,ONLF claim victory against Ethiopian military in battle,4
1266,1266,33430,8/28/2009,2009,1,Battle-No change of territory,Military Forces of Ethiopia (1991-),,1,ONLF: Ogaden National Liberation Front,,2,12,Ethiopia,Oromia,Bale,Sinana,Simane,7.08333,40.2,1,BBC Monitoring,ONLF claim victory against Ethiopian military in battle,2
1267,1267,33431,8/30/2009,2009,1,Battle-No change of territory,Military Forces of Ethiopia (1991-),,1,ONLF: Ogaden National Liberation Front,,2,12,Ethiopia,Oromia,Misraq Shewa,Adaa,Irir,8.85,38.9667,1,BBC Monitoring,ONLF claim victory against Ethiopian military in battle,0
1268,1268,33432,8/31/2009,2009,1,Battle-No change of territory,Military Forces of Ethiopia (1991-),,1,ONLF: Ogaden National Liberation Front,,2,12,Ethiopia,Somali,Fafan,Jijiga,Jijiga,9.35,42.8,2,BBC Monitoring,ONLF claim victory against Ethiopian military in battle,2
1269,1269,33433,9/1/2009,2009,1,Battle-No change of territory,Military Forces of Ethiopia (1991-),,1,ONLF: Ogaden National Liberation Front,,2,12,Ethiopia,Oromia,Misraq Harerge,Babile,Babile,9.2167,42.3333,2,BBC Monitoring,ONLF claim victory against Ethiopian military in battle,4
1270,1270,33434,9/2/2009,2009,1,Battle-No change of territory,Military Forces of Ethiopia (1991-),,1,ONLF: Ogaden National Liberation Front,,2,12,Ethiopia,Somali,Liben,Dolo Odo,Dolo Odo,4.1786,42.0589,2,BBC Monitoring,ONLF claim victory against Ethiopian military in battle,4
1271,1271,33435,9/2/2009,2009,1,Battle-No change of territory,Military Forces of Ethiopia (1991-),,1,ONLF: Ogaden National Liberation Front,,2,12,Ethiopia,Somali,Korahe,Kebridehar,Korahe,6.61528,44.34056,2,BBC Monitoring,ONLF claim victory against Ethiopian military in battle,2
1272,1272,33436,9/3/2009,2009,1,Battle-No change of territory,Military Forces of Ethiopia (1991-),,1,ONLF: Ogaden National Liberation Front,,2,12,Ethiopia,Somali,Siti,Ayisha,Harad,10.66583,42.45278,1,BBC Monitoring,ONLF claim victory against Ethiopian military in battle,4
1273,1273,33437,9/3/2009,2009,1,Battle-Non-state actor overtakes territory,Military Forces of Ethiopia (1991-),,1,ONLF: Ogaden National Liberation Front,,2,12,Ethiopia,Somali,Fafan,Jijiga,Jijiga,9.35,42.8,2,BBC Monitoring,ONLF claim victory against Ethiopian military in battle,7
1274,1274,33438,9/4/2009,2009,1,Battle-No change of territory,Military Forces of Ethiopia (1991-),,1,ONLF: Ogaden National Liberation Front,,2,12,Ethiopia,Somali,Shabelle,Denan,Denan,6.5167,43.5,1,BBC Monitoring,ONLF claim victory against Ethiopian military in battle,0
1275,1275,33439,9/5/2009,2009,1,Battle-No change of territory,Military Forces of Ethiopia (1991-),,1,ONLF: Ogaden National Liberation Front,,2,12,Ethiopia,Harari People,Hareri,Harar,Magala-Ad,9.3,42.1333,1,BBC Monitoring,ONLF claim victory against Ethiopian military in battle,17
1276,1276,33440,9/5/2009,2009,1,Battle-No change of territory,Military Forces of Ethiopia (1991-),,1,ONLF: Ogaden National Liberation Front,,2,12,Ethiopia,Somali,Fafan,Jijiga,Jijiga,9.35,42.8,1,BBC Monitoring,ONLF claim victory against Ethiopian military in battle,7
1277,1277,33441,9/5/2009,2009,1,Battle-No change of territory,Military Forces of Ethiopia (1991-),,1,ONLF: Ogaden National Liberation Front,,2,12,Ethiopia,Somali,Siti,Shinile,Shinile,9.68806,41.84472,1,BBC Monitoring,ONLF claim victory against Ethiopian military in battle,2
1278,1278,33442,9/12/2009,2009,1,Battle-No change of territory,Military Forces of Ethiopia (1991-),,1,ONLF: Ogaden National Liberation Front,,2,12,Ethiopia,Somali,Korahe,Kebridehar,Korahe,6.61528,44.34056,2,BBC Monitoring,ONLF claim victory against Ethiopian military in battle,6
1279,1279,33443,9/13/2009,2009,1,Battle-No change of territory,Military Forces of Ethiopia (1991-),,1,ONLF: Ogaden National Liberation Front,,2,12,Ethiopia,Somali,Fafan,Kebribeyah,Jerer,8.86972,43.16167,2,BBC Monitoring,ONLF claim victory against Ethiopian military in battle,7
1280,1280,33444,9/14/2009,2009,1,Battle-No change of territory,Military Forces of Ethiopia (1991-),,1,ONLF: Ogaden National Liberation Front,,2,12,Ethiopia,Amhara,North Shewa,Berehet,Dageta,9.18333,39.76667,1,The Indian Ocean Newsletter,"ONLF attack Ethiopian forces, kill several",3
1281,1281,33445,9/17/2009,2009,1,Strategic development,ONLF: Ogaden National Liberation Front,,2,,,0,20,Ethiopia,Somali,Fafan,Jijiga,Jijiga,9.35,42.8,2,Agence France Presse,"Ogaden rebels warn oil firms to stay away from Ogaden region, claims rebels are active in that area",0
1282,1282,33446,10/1/2009,2009,1,Battle-No change of territory,Military Forces of Ethiopia (1991-),,1,ONLF: Ogaden National Liberation Front,,2,12,Ethiopia,Oromia,Misraq Shewa,Fentale,Matanaha,8.9,39.91667,1,BBC Monitoring,ONLF claim victory against Ethiopian military in battle,10
1283,1283,33447,10/3/2009,2009,1,Battle-No change of territory,ONLF: Ogaden National Liberation Front,,2,Military Forces of Ethiopia (1991-),,1,12,Ethiopia,Somali,Korahe,Shilabo,Shilabo,6.09167,44.76361,2,BBC Monitoring,"Ethiopia claims ONLF leader surrenders, army recovers massive amounts of weapons and explosives; ONLF denies Ethiopian government reports",0
1284,1284,33448,10/3/2009,2009,1,Battle-No change of territory,Military Forces of Ethiopia (1991-),,1,ONLF: Ogaden National Liberation Front,,2,12,Ethiopia,Somali,Afder,Bare,Malayko,5.37472,43.77056,1,BBC Monitoring,ONLF claim victory against Ethiopian military in battle,0
1285,1285,33449,10/3/2009,2009,1,Battle-No change of territory,Military Forces of Ethiopia (1991-),,1,ONLF: Ogaden National Liberation Front,,2,12,Ethiopia,Somali,Fafan,Jijiga,Jijiga,9.35,42.8,2,BBC Monitoring,ONLF claim victory against Ethiopian military in battle,18
1286,1286,33450,10/3/2009,2009,1,Battle-No change of territory,Military Forces of Ethiopia (1991-),,1,ONLF: Ogaden National Liberation Front,,2,12,Ethiopia,Somali,Fafan,Jijiga,Jijiga,9.35,42.8,2,BBC Monitoring,ONLF claim victory against Ethiopian military in battle,25
